task_id,difficulty,success,passed_tests,total_tests,turns,model_proposed_calls,executed_calls,read_calls,write_calls,invalid_calls,out_of_schema_calls,duplicate_calls,duplicate_write_actions,completion_step,state_persisted_before_evaluation,predictor_tokens,agent_tokens,total_tokens,duration_seconds,infra_error_type
adb1060_3,3,True,9,9,7,17,16,6,10,1,1,0,0,7,True,7668,55081,62749,33.5234,
af84964_1,2,False,5,11,7,27,26,25,1,1,1,0,0,7,True,7722,67175,74897,37.8915,
af84964_2,2,True,11,11,8,35,35,34,1,0,0,0,0,8,True,7726,89275,97001,46.5591,
af84964_3,2,False,10,11,15,81,80,79,1,1,1,0,0,15,True,7726,429764,437490,119.827,
b05f69a_1,2,False,5,6,19,69,69,41,28,0,0,0,0,19,True,7730,675578,683308,113.7412,
b05f69a_2,2,False,2,6,17,54,54,32,22,0,0,0,0,17,True,7733,505808,513541,-1683882639.7863,
b05f69a_3,2,False,5,6,15,53,53,31,22,0,0,0,0,15,True,7733,421388,429121,93.7235,
b08d5ef_1,3,False,2,6,50,57,57,52,5,0,0,5,0,,True,7686,721112,728798,97.4012,
b08d5ef_2,3,True,6,6,21,31,31,22,9,0,0,2,2,21,True,7705,246784,254489,49.8073,
b08d5ef_3,3,False,2,6,50,57,57,52,5,0,0,3,0,,True,7686,816601,824287,101.7254,
b0934aa_1,2,False,2,11,50,51,49,48,1,2,2,1,0,,True,7668,593205,600873,95.9984,
b0934aa_2,2,False,2,11,50,52,52,51,1,0,0,4,0,,True,7662,577721,585383,98.7316,
b0934aa_3,2,False,2,11,50,153,153,152,1,0,0,7,0,,True,7669,910661,918330,198.6219,
b3bdcc1_1,2,False,6,9,8,15,15,13,2,0,0,0,0,8,True,7675,66443,74118,17.7653,
b3bdcc1_2,2,False,1,9,50,66,61,52,9,6,5,19,0,,True,7675,786648,794323,98.2958,
b3bdcc1_3,2,False,8,9,10,16,16,14,2,0,0,0,0,10,True,7675,86915,94590,20.9556,
b4707e8_1,3,True,10,10,7,13,12,10,2,1,1,0,0,7,True,7638,88011,95649,21.9528,
b4707e8_2,3,True,10,10,7,10,9,7,2,1,1,0,0,7,True,7638,57672,65310,17.0,
b4707e8_3,3,True,10,10,10,15,14,12,2,1,1,0,0,10,True,7638,126242,133880,23.4502,
b68eb83_1,3,False,1,5,50,37,34,25,9,4,3,8,0,,True,7635,2872492,2880127,910.0598,
b68eb83_2,3,False,1,5,50,53,51,26,25,2,2,15,9,,True,7635,1143646,1151281,147.5534,
b68eb83_3,3,False,1,5,43,49,47,38,9,2,2,9,1,43,True,7634,1145114,1152748,135.7171,
b6d1f70_1,3,False,8,13,27,26,22,17,5,4,4,4,1,27,True,7721,608818,616539,280.3806,
b6d1f70_2,3,True,13,13,15,19,18,13,5,1,1,1,1,15,True,7714,145850,153564,33.0018,
b6d1f70_3,3,True,13,13,14,18,18,13,5,0,0,1,1,14,True,7712,129587,137299,28.0898,
b71318e_1,3,False,9,11,39,72,71,46,25,1,1,2,0,39,True,7685,693450,701135,116.0737,
b71318e_2,3,False,9,11,35,52,48,29,19,4,4,6,0,35,True,7686,505448,513134,92.8964,
b71318e_3,3,False,10,11,13,24,24,19,5,0,0,1,0,13,True,7685,138602,146287,37.062,
ba46d91_1,1,False,1,2,6,8,7,6,1,1,1,0,0,6,True,7617,31117,38734,14.2513,
ba46d91_2,1,False,1,2,6,8,7,6,1,1,1,0,0,6,True,7614,31887,39501,22.585,
ba46d91_3,1,False,1,2,10,11,10,9,1,1,1,2,0,10,True,7617,58952,66569,32.3217,
baeb104_1,1,True,10,10,7,10,10,8,2,0,0,0,0,7,True,7701,70030,77731,17.4335,
baeb104_2,1,True,10,10,7,10,10,8,2,0,0,0,0,7,True,7701,67871,75572,17.4165,
baeb104_3,1,True,10,10,6,10,10,8,2,0,0,0,0,6,True,7695,56652,64347,18.6538,
bcb9696_1,2,True,11,11,7,10,10,7,3,0,0,0,0,7,True,7690,62857,70547,17.5575,
bcb9696_2,2,True,11,11,7,10,10,7,3,0,0,0,0,7,True,7690,64217,71907,16.676,
bcb9696_3,2,False,3,11,50,162,158,157,1,4,4,36,0,,True,7684,1267532,1275216,207.384,
c1091c7_1,2,False,3,4,6,13,13,10,3,0,0,0,0,6,True,7647,56568,64215,18.3479,
c1091c7_2,2,True,4,4,7,18,18,13,5,0,0,0,0,7,True,7647,75082,82729,26.866,
c1091c7_3,2,False,3,4,10,19,19,15,4,0,0,0,0,10,True,7647,158590,166237,30.6671,
c8f5f44_1,3,False,9,11,39,45,42,40,2,3,3,2,0,39,True,7696,459836,467532,88.625,
c8f5f44_2,3,False,1,11,50,55,55,55,0,0,0,4,0,,True,7695,673881,681576,114.531,
c8f5f44_3,3,False,1,11,50,56,53,53,0,3,3,3,0,,True,7697,759783,767480,118.687,
c9458ed_1,3,False,5,6,22,30,30,23,7,0,0,8,5,22,True,7706,280612,288318,47.3213,
c9458ed_2,3,False,4,6,18,26,26,23,3,0,0,3,0,18,True,7708,207923,215631,39.4256,
c9458ed_3,3,False,5,6,15,29,29,27,2,1,0,1,0,15,True,7708,212372,220080,41.5151,
cb4ee7a_1,3,False,4,7,10,11,9,5,4,2,2,2,0,10,True,7619,58195,65814,32.0007,
cb4ee7a_2,3,False,4,7,11,11,9,6,3,2,2,2,1,11,True,7626,66729,74355,24.3805,
cb4ee7a_3,3,False,3,7,50,10,8,3,5,2,2,2,2,,True,7622,7121168,7128790,1776.094,
cdaaea5_1,3,True,9,9,42,231,231,220,11,10,0,3,0,42,True,7682,2124353,2132035,269.4397,
cdaaea5_2,3,False,1,9,50,76,76,69,7,7,0,1,0,,True,7682,2758346,2766028,130.3227,
cdaaea5_3,3,False,1,9,50,64,64,57,7,0,0,1,0,,True,7682,1688664,1696346,112.1391,
cdf61bd_1,2,False,6,8,14,45,44,42,2,1,1,0,0,14,True,7637,300724,308361,46.6894,
cdf61bd_2,2,False,0,8,50,91,89,88,1,4,2,15,0,,True,7634,596109,603743,100.5728,
cdf61bd_3,2,True,8,8,14,37,36,34,2,1,1,4,0,14,True,7635,339103,346738,52.9081,
ce73d68_1,2,False,7,11,10,27,26,25,1,1,1,4,0,10,True,7662,157700,165362,48.7177,
ce73d68_2,2,False,9,11,7,19,19,18,1,0,0,0,0,7,True,7669,71913,79582,33.7869,
ce73d68_3,2,False,9,11,7,19,19,18,1,0,0,0,0,7,True,7669,70210,77879,30.4872,
d037dc8_1,3,True,7,7,6,14,14,10,4,0,0,0,0,6,True,7675,43537,51212,17.3449,
d037dc8_2,3,True,7,7,7,14,14,10,4,0,0,0,0,7,True,7672,51304,58976,-1683881221.345,
d037dc8_3,3,True,7,7,10,19,19,15,4,0,0,0,0,10,True,7672,83462,91134,-1683877227.9619,
d37c235_1,2,False,4,6,6,21,21,20,1,0,0,0,0,6,True,7645,76614,84259,26.9006,
d37c235_2,2,False,4,6,5,16,16,15,1,0,0,0,0,5,True,7645,51161,58806,19.6661,
d37c235_3,2,False,4,6,5,19,19,18,1,0,0,0,0,5,True,7645,53532,61177,24.5988,
d6d8cb6_1,3,False,6,11,50,31,29,29,0,3,2,0,0,,True,7714,3699771,3707485,974.9775,
d6d8cb6_2,3,False,7,11,32,36,34,33,1,2,2,6,0,32,True,7702,733469,741171,86.5959,
d6d8cb6_3,3,False,6,11,50,35,30,30,0,6,5,3,0,,True,7713,2758061,2765774,860.2465,
d8e490b_1,3,True,8,8,10,14,13,8,5,1,1,0,0,10,True,7652,114045,121697,26.0476,
d8e490b_2,3,False,5,8,12,15,14,9,5,1,1,0,0,12,True,7658,118420,126078,30.8273,
d8e490b_3,3,True,8,8,8,13,12,9,3,1,1,1,0,8,True,7652,104812,112464,23.8396,
d9987f6_1,2,False,2,9,50,52,52,51,1,0,0,3,0,,True,7648,595575,603223,93.6299,
d9987f6_2,2,False,2,9,50,52,52,50,2,0,0,3,0,,True,7664,619724,627388,95.5941,
d9987f6_3,2,False,2,9,50,52,52,51,1,0,0,2,0,,True,7656,577732,585388,96.6239,
dbc0276_1,1,True,8,8,5,8,8,6,2,0,0,0,0,5,True,7690,28594,36284,11.6821,
dbc0276_2,1,True,8,8,5,8,8,6,2,0,0,0,0,5,True,7690,28148,35838,16.016,
dbc0276_3,1,True,8,8,5,8,8,6,2,0,0,0,0,5,True,7690,28424,36114,14.734,
dc5c5c6_1,3,False,1,11,50,54,54,50,4,0,0,3,0,,True,7701,684960,692661,93.4522,
dc5c5c6_2,3,False,8,11,28,36,35,23,12,1,1,6,4,28,True,7708,390030,397738,58.7635,
dc5c5c6_3,3,False,1,11,50,53,53,49,4,0,0,1,0,,True,7695,743362,751057,99.7021,
dcb2559_1,2,False,0,4,50,159,155,155,0,4,4,5,0,,True,7620,830685,838305,194.5413,
dcb2559_2,2,False,0,4,50,52,51,51,0,1,1,3,0,,True,7616,526865,534481,93.5404,
dcb2559_3,2,False,0,4,50,52,50,50,0,2,2,0,0,,True,7620,525193,532813,96.9902,
dcbd34b_1,3,True,9,9,6,9,9,7,2,0,0,0,0,6,True,7670,55534,63204,15.9987,
dcbd34b_2,3,True,9,9,6,9,9,7,2,0,0,0,0,6,True,7679,53598,61277,14.8908,
dcbd34b_3,3,True,9,9,6,10,10,8,2,0,0,0,0,6,True,7679,58070,65749,16.5995,
e0fe09c_1,2,False,7,9,7,20,20,19,1,0,0,0,0,7,True,7629,84055,91684,26.6204,
e0fe09c_2,2,False,7,9,8,22,22,21,1,0,0,0,0,8,True,7634,125626,133260,33.688,
e0fe09c_3,2,False,7,9,8,20,20,19,1,0,0,0,0,8,True,7629,97155,104784,26.844,
e201314_1,3,False,1,11,16,25,23,21,2,2,2,0,0,16,True,7767,204141,211908,38.2518,
e201314_2,3,False,1,11,30,40,38,31,7,3,2,3,1,30,True,7763,669452,677215,98.8466,
e201314_3,3,False,10,11,14,19,19,17,2,0,0,0,0,14,True,7743,142106,149849,29.8148,
e52623a_1,2,False,4,11,15,48,48,47,1,11,0,0,0,15,True,7634,356745,364379,63.4791,
e52623a_2,2,False,4,11,7,52,52,51,1,0,0,0,0,7,True,7633,85508,93141,53.4353,
e52623a_3,2,False,4,11,7,40,40,39,1,0,0,0,0,7,True,7634,83746,91380,46.0909,
e70b117_1,3,False,3,14,50,52,50,50,0,2,2,4,0,,True,7747,763503,771250,102.5837,
e70b117_2,3,False,3,14,50,69,69,69,0,0,0,6,0,,True,7745,778317,786062,116.5914,
e70b117_3,3,False,3,14,50,72,72,72,0,0,0,7,0,,True,7756,1123338,1131094,122.7808,
e775c78_1,1,True,2,2,8,9,9,8,1,0,0,0,0,8,True,7612,71473,79085,26.1122,
e775c78_2,1,True,2,2,7,8,8,7,1,0,0,0,0,7,True,7609,84855,92464,22.383,
e775c78_3,1,True,2,2,7,9,8,7,1,1,1,0,0,7,True,7605,71916,79521,24.9903,
e7f15ba_1,2,False,1,7,50,131,130,127,3,1,1,1,0,,True,7669,845795,853464,166.2805,
e7f15ba_2,2,False,1,7,50,54,53,50,3,1,1,4,0,,True,7655,677925,685580,99.0704,
e7f15ba_3,2,False,1,7,30,35,34,25,9,1,1,12,0,30,True,7664,347927,355591,57.4664,
eb5ad85_1,1,True,2,2,6,8,7,6,1,1,1,0,0,6,True,7599,68045,75644,19.8565,
eb5ad85_2,1,False,1,2,6,8,7,6,1,1,1,0,0,6,True,7600,68365,75965,16.7851,
eb5ad85_3,1,False,1,2,5,7,7,6,1,0,0,0,0,5,True,7609,46138,53747,11.429,
ec437da_1,3,True,9,9,20,23,23,15,8,0,0,8,3,20,True,7687,218614,226301,47.8408,
ec437da_2,3,True,9,9,22,24,24,15,9,0,0,6,3,22,True,7687,267766,275453,46.3109,
ec437da_3,3,False,1,9,50,55,55,38,17,0,0,20,0,,True,7690,645222,652912,96.3701,
ec655df_1,3,False,1,7,50,53,52,50,2,1,1,0,0,,True,7706,1055806,1063512,103.8708,
ec655df_2,3,False,6,7,10,17,16,13,3,2,1,0,0,10,True,7724,176443,184167,27.0022,
ec655df_3,3,False,1,7,50,52,51,49,2,1,1,2,0,,True,7707,1027675,1035382,108.8967,
efc3cea_1,3,False,1,9,50,96,91,89,2,5,5,1,0,,True,7729,3253376,3261105,170.5521,
efc3cea_2,3,False,1,9,50,53,43,43,0,10,10,6,0,,True,7777,552524,560301,86.5492,
efc3cea_3,3,False,1,9,50,54,53,50,3,1,1,2,0,,True,7757,761685,769442,96.1769,
f099b4c_1,2,True,4,4,10,20,20,14,6,0,0,0,0,10,True,7711,99067,106778,25.7796,
f099b4c_2,2,True,4,4,11,22,22,17,5,0,0,0,0,11,True,7711,107255,114966,27.0223,
f099b4c_3,2,True,4,4,13,24,24,19,5,0,0,1,0,13,True,7711,168671,176382,29.824,
f37e804_1,3,False,6,7,21,84,84,83,1,0,0,0,0,21,True,7650,830396,838046,109.0845,
f37e804_2,3,False,5,7,16,84,84,83,1,0,0,0,0,16,True,7653,518559,526212,106.9939,
f37e804_3,3,False,6,7,18,83,83,82,1,0,0,0,0,18,True,7652,617257,624909,106.5157,
f3a6713_1,3,False,4,7,15,22,21,16,5,1,1,0,0,15,True,7745,203475,211220,38.2085,
f3a6713_2,3,False,5,7,13,33,33,25,8,0,0,0,0,13,True,7729,177948,185677,39.6318,
f3a6713_3,3,False,4,7,12,29,29,21,8,0,0,0,0,12,True,7712,154527,162239,40.3708,
f691597_1,1,True,2,2,8,9,9,8,1,0,0,0,0,8,True,7608,89504,97112,24.6373,
f691597_2,1,True,2,2,6,7,7,6,1,1,0,0,0,6,True,7603,37376,44979,11.1508,
f691597_3,1,False,1,2,5,6,5,4,1,1,1,0,0,5,True,7601,24183,31784,24.1547,
f6936d4_1,2,True,7,7,11,21,21,18,3,0,0,0,0,11,True,7702,102867,110569,30.3684,
f6936d4_2,2,False,4,7,23,33,30,27,3,3,3,6,0,23,True,7704,277319,285023,64.4511,
f6936d4_3,2,True,7,7,29,35,35,32,3,0,0,2,0,29,True,7689,299813,307502,65.173,
f6be291_1,3,False,1,8,50,26,24,16,8,2,2,4,1,,True,7669,3926140,3933809,1129.1728,
f6be291_2,3,False,1,8,50,27,24,16,8,3,3,2,1,,True,7680,4467015,4474695,1134.5948,
f6be291_3,3,False,1,8,50,39,35,20,15,4,4,7,1,,True,7682,1502251,1509933,585.2425,
f6f2e67_1,3,True,17,17,14,23,22,18,4,1,1,0,0,14,True,7724,174859,182583,43.5016,
f6f2e67_2,3,True,17,17,14,22,21,18,3,1,1,0,0,14,True,7737,193635,201372,40.6859,
f6f2e67_3,3,True,17,17,16,29,28,25,3,1,1,0,0,16,True,7734,228911,236645,47.2337,
f86d850_1,3,False,3,14,13,18,16,12,4,3,2,0,0,13,True,7766,129675,137441,31.8598,
f86d850_2,3,False,4,14,18,22,19,14,5,6,3,1,1,18,True,7749,196857,204606,48.1038,
f86d850_3,3,False,3,14,33,37,34,28,6,9,3,3,1,33,True,7759,640330,648089,82.738,
f99d726_1,3,True,12,12,9,15,15,13,2,0,0,0,0,9,True,7720,120472,128192,23.9421,
f99d726_2,3,False,7,12,13,17,17,15,2,0,0,0,0,13,True,7719,189946,197665,33.2993,
f99d726_3,3,True,12,12,16,26,26,24,2,0,0,0,0,16,True,7706,281648,289354,45.3445,
fa327a6_1,3,False,5,6,9,13,12,10,2,1,1,0,0,9,True,7688,79719,87407,22.578,
fa327a6_2,3,False,5,6,9,16,15,13,2,1,1,0,0,9,True,7679,95419,103098,58.453,
fa327a6_3,3,False,5,6,9,16,15,13,2,1,1,0,0,9,True,7683,87350,95033,27.953,
fb05fed_1,3,False,3,11,17,23,18,17,1,6,5,1,0,17,True,7682,369379,377061,124.6017,
fb05fed_2,3,False,4,11,12,16,13,12,1,3,3,0,0,12,True,7682,193534,201216,53.6012,
fb05fed_3,3,False,7,11,14,20,17,16,1,3,3,1,0,14,True,7684,272317,280001,54.3273,
fdc4b74_1,3,False,7,8,7,13,13,10,3,0,0,0,0,7,True,7675,61486,69161,16.3929,
fdc4b74_2,3,True,8,8,10,21,21,17,4,6,0,0,0,10,True,7675,106715,114390,30.4135,
fdc4b74_3,3,True,8,8,8,15,15,12,3,0,0,0,0,8,True,7675,76489,84164,18.1277,
fddb6b6_1,2,False,7,9,12,15,13,12,1,2,2,1,0,12,True,7645,130368,138013,40.2811,
fddb6b6_2,2,False,8,9,9,11,10,9,1,1,1,0,0,9,True,7643,67413,75056,27.2925,
fddb6b6_3,2,False,7,9,12,13,12,11,1,1,1,1,0,12,True,7645,173153,180798,32.4553,
ffea2b5_1,2,True,14,14,8,13,13,10,3,0,0,0,0,8,True,7687,67935,75622,22.5083,
ffea2b5_2,2,True,14,14,8,12,12,9,3,0,0,0,0,8,True,7687,65912,73599,21.2369,
ffea2b5_3,2,True,14,14,8,12,12,9,3,0,0,0,0,8,True,7688,64474,72162,20.6523,
