domain,task_id,trial_id,passed,db_match,termination_reason,duration_seconds,turns,tool_calls,invalid_calls,duplicate_calls,duplicate_write_actions,recovery_attempts,recovery_success,total_tokens,failure_type,partial_completion,premature_finish,unintended_side_effects
telecom,[mms_issue]airplane_mode_on|break_app_both_permissions[PERSONA:Hard],0,True,True,user_stop,119.6253,44,5,0,0,0,0,,289863,none,False,False,0
telecom,[mms_issue]break_app_sms_permission|data_mode_off[PERSONA:None],0,True,True,user_stop,87.6411,37,5,0,0,0,0,,226196,none,False,False,0
telecom,[mms_issue]break_app_storage_permission|data_usage_exceeded[PERSONA:Easy],0,True,False,user_stop,98.7629,39,6,0,0,0,0,,250789,none,False,False,0
telecom,[mms_issue]break_app_both_permissions|data_usage_exceeded[PERSONA:Hard],0,True,False,user_stop,110.1847,46,6,0,0,0,0,,304720,none,False,False,0
telecom,[mms_issue]break_apn_mms_setting|user_abroad_roaming_enabled_off[PERSONA:Hard],0,True,True,user_stop,118.4793,39,5,0,0,0,0,,249684,none,False,False,0
telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_on[PERSONA:None],0,True,False,user_stop,48.7616,19,6,0,0,0,0,,109650,none,False,False,0
telecom,[mms_issue]bad_network_preference|user_abroad_roaming_disabled_off[PERSONA:None],0,True,False,user_stop,62.9392,22,6,0,0,0,0,,128738,none,False,False,0
telecom,[mms_issue]bad_network_preference|break_app_both_permissions[PERSONA:Easy],0,True,True,user_stop,118.4435,49,5,0,0,0,0,,319361,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|data_usage_exceeded[PERSONA:None],0,True,False,user_stop,96.3615,34,6,0,0,0,0,,210924,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|user_abroad_roaming_enabled_off[PERSONA:Easy],0,True,True,user_stop,125.9719,45,6,0,0,0,0,,288246,none,False,False,0
telecom,[mms_issue]break_app_storage_permission|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,True,False,user_stop,93.56,40,6,0,0,0,0,,251375,none,False,False,0
telecom,[mms_issue]break_app_both_permissions|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,102.3349,39,6,0,0,0,0,,248271,none,False,False,0
telecom,[mms_issue]bad_wifi_calling|data_mode_off|data_usage_exceeded[PERSONA:Easy],0,True,False,user_stop,78.4754,36,6,0,0,0,0,,225097,none,False,False,0
telecom,[mms_issue]bad_network_preference|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:None],0,True,False,user_stop,68.4659,25,6,0,0,0,0,,149385,none,False,False,0
telecom,[mms_issue]break_apn_mms_setting|data_mode_off|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,82.5789,40,7,0,0,0,0,,254926,none,False,False,0
telecom,[mms_issue]break_app_sms_permission|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:None],0,True,False,user_stop,80.8267,32,7,0,0,0,0,,196441,none,False,False,0
telecom,[mms_issue]bad_network_preference|break_app_sms_permission|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,109.0118,41,7,0,0,0,0,,277667,none,False,False,0
telecom,[mms_issue]airplane_mode_on|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,True,False,user_stop,106.8267,38,7,0,0,0,0,,252505,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_usage_exceeded[PERSONA:Hard],0,True,False,user_stop,105.4255,43,6,0,0,0,0,,290823,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_storage_permission[PERSONA:None],0,True,True,user_stop,122.0274,52,5,0,0,0,0,,343126,none,False,False,0
telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0,True,True,user_stop,120.3335,48,5,0,0,0,0,,320024,none,False,False,0
telecom,[mms_issue]break_apn_mms_setting|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,79.0968,32,7,0,0,0,0,,200402,none,False,False,0
telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_usage_exceeded[PERSONA:Hard],0,True,False,user_stop,122.7493,53,6,0,0,0,0,,360755,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|unseat_sim_card[PERSONA:Hard],0,True,True,user_stop,154.3252,57,5,0,0,0,0,,405541,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_app_storage_permission|data_mode_off|user_abroad_roaming_enabled_off[PERSONA:Easy],0,True,True,user_stop,119.9792,48,5,0,0,0,0,,317590,none,False,False,0
telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:None],0,True,False,user_stop,160.4409,53,6,0,0,0,0,,368358,none,False,False,0
telecom,[mms_issue]bad_network_preference|break_app_sms_permission|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0,True,False,user_stop,111.3526,49,6,0,0,0,0,,328243,none,False,False,0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:Hard],0,True,False,user_stop,156.4514,53,7,0,0,0,0,,390596,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|data_mode_off|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,True,False,user_stop,111.1862,49,6,0,0,0,0,,329890,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,True,False,user_stop,103.5174,43,7,0,0,0,0,,286887,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,187.8965,54,7,0,0,0,0,,420450,none,False,False,0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,True,True,user_stop,123.4545,58,5,0,0,0,0,,401615,none,False,False,0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_both_permissions|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0,True,False,user_stop,147.9914,54,7,0,0,0,0,,382072,none,False,False,0
telecom,[mms_issue]bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_disabled_off[PERSONA:None],0,True,False,user_stop,131.8037,62,7,0,0,0,0,,428792,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_wifi_calling|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],0,True,False,user_stop,141.9012,62,6,0,0,0,0,,442606,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,True,True,user_stop,174.5107,71,5,0,0,0,0,,562077,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|user_abroad_roaming_enabled_off[PERSONA:None],0,True,False,user_stop,161.6781,57,6,0,0,0,0,,413273,none,False,False,0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Easy],0,True,False,user_stop,138.6092,58,7,0,0,0,0,,425673,none,False,False,0
telecom,[mms_issue]bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0,True,False,user_stop,97.7312,48,6,0,0,0,0,,327376,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:Hard],0,True,False,user_stop,129.9262,52,7,0,0,0,0,,370101,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:None],0,True,False,user_stop,116.5617,51,7,0,0,0,0,,338072,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card[PERSONA:Easy],0,True,False,user_stop,147.7632,63,7,0,0,0,0,,458200,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,True,False,user_stop,143.7033,64,7,0,0,0,0,,467159,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_enabled_off[PERSONA:None],0,True,False,user_stop,137.2944,58,6,0,0,0,0,,398753,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_sms_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:None],0,True,False,user_stop,151.3785,66,7,0,0,0,0,,463092,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Easy],0,True,False,user_stop,171.6476,60,7,0,0,0,0,,457367,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_on[PERSONA:Hard],0,True,False,user_stop,153.8876,59,7,0,0,0,0,,444177,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_storage_permission|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Easy],0,True,False,user_stop,213.0413,76,7,0,0,0,0,,586030,none,False,False,0
telecom,[mms_issue]airplane_mode_on|bad_network_preference|bad_wifi_calling|break_apn_mms_setting|break_app_both_permissions|data_mode_off|data_usage_exceeded|unseat_sim_card|user_abroad_roaming_disabled_off[PERSONA:Hard],0,True,False,user_stop,198.3281,73,7,0,0,0,0,,557199,none,False,False,0
