task_id,experiment_id,difficulty,passed,num_turns,num_tool_calls,invalid_calls,duplicate_calls,duplicate_writes,total_tokens,max_turn
task_0355,safedesk_appworld_test_challenge,2,0,42,30,0,1,0,413265,0
task_0356,safedesk_appworld_test_challenge,2,0,40,10,1,2,0,1656600,0
task_0357,safedesk_appworld_test_challenge,1,0,30,34,2,1,0,1959981,0
task_0358,safedesk_appworld_test_challenge,1,0,48,22,1,0,0,2114079,0
task_0359,safedesk_appworld_test_challenge,3,0,44,58,0,0,0,345310,0
task_0360,safedesk_appworld_test_challenge,3,0,48,18,1,3,0,2382703,0
task_0361,safedesk_appworld_test_challenge,2,0,37,56,0,0,0,1908021,0
task_0362,safedesk_appworld_test_challenge,3,0,14,48,0,0,0,1234031,0
task_0363,safedesk_appworld_test_challenge,3,0,42,57,0,0,0,2481833,0
task_0364,safedesk_appworld_test_challenge,2,0,24,58,0,0,0,654440,0
task_0365,safedesk_appworld_test_challenge,3,0,20,37,0,2,0,426428,0
task_0366,safedesk_appworld_test_challenge,1,0,11,59,0,0,0,221925,0
task_0367,safedesk_appworld_test_challenge,1,0,12,39,0,1,0,1799688,0
task_0368,safedesk_appworld_test_challenge,3,0,32,32,0,1,0,831781,0
task_0369,safedesk_appworld_test_challenge,3,0,30,33,0,1,0,1436493,0
task_0370,safedesk_appworld_test_challenge,3,0,30,31,1,0,0,2315880,0
task_0371,safedesk_appworld_test_challenge,2,0,26,42,1,1,0,1877931,0
task_0372,safedesk_appworld_test_challenge,1,0,45,44,1,1,0,915928,0
task_0373,safedesk_appworld_test_challenge,3,0,12,41,0,1,0,526587,0
task_0374,safedesk_appworld_test_challenge,2,0,42,20,0,0,0,829075,0
task_0375,safedesk_appworld_test_challenge,2,0,34,50,0,0,0,1574891,0
task_0376,safedesk_appworld_test_challenge,3,0,45,18,2,0,0,280854,0
task_0377,safedesk_appworld_test_challenge,3,0,49,19,0,1,0,644735,0
task_0378,safedesk_appworld_test_challenge,1,0,49,16,0,2,0,1885516,0
task_0379,safedesk_appworld_test_challenge,1,0,37,26,1,0,0,408009,0
task_0380,safedesk_appworld_test_challenge,3,0,11,32,1,0,0,279001,0
task_0381,safedesk_appworld_test_challenge,1,0,31,44,0,2,0,118103,0
task_0382,safedesk_appworld_test_challenge,3,0,20,35,0,2,0,1443684,0
task_0383,safedesk_appworld_test_challenge,3,0,27,13,1,0,0,1963466,0
task_0384,safedesk_appworld_test_challenge,3,0,17,14,0,0,0,1506066,0
task_0385,safedesk_appworld_test_challenge,3,0,36,58,0,2,0,1451673,0
task_0386,safedesk_appworld_test_challenge,2,0,14,46,1,2,0,450453,0
task_0387,safedesk_appworld_test_challenge,3,0,49,47,2,2,0,967542,0
task_0388,safedesk_appworld_test_challenge,2,0,23,44,0,0,0,1272597,0
task_0389,safedesk_appworld_test_challenge,3,0,16,50,0,1,0,139665,0
task_0390,safedesk_appworld_test_challenge,1,0,25,20,1,0,0,2090234,0
task_0391,safedesk_appworld_test_challenge,2,0,24,23,0,1,0,1236649,0
task_0392,safedesk_appworld_test_challenge,3,0,10,46,2,0,0,481730,0
task_0393,safedesk_appworld_test_challenge,3,0,22,54,0,0,0,588107,0
task_0394,safedesk_appworld_test_challenge,2,0,40,11,1,1,0,1382113,0
task_0395,safedesk_appworld_test_challenge,2,0,21,58,0,0,0,887854,0
task_0396,safedesk_appworld_test_challenge,2,0,50,39,0,1,0,2035107,1
task_0397,safedesk_appworld_test_challenge,3,0,18,28,2,0,0,1298188,0
task_0398,safedesk_appworld_test_challenge,2,0,40,27,0,0,0,2046016,0
task_0399,safedesk_appworld_test_challenge,2,0,39,44,0,2,0,2312317,0
task_0400,safedesk_appworld_test_challenge,2,0,22,25,1,0,0,2209261,0
task_0401,safedesk_appworld_test_challenge,3,0,24,50,0,0,0,1488108,0
task_0402,safedesk_appworld_test_challenge,3,0,16,59,0,0,0,985349,0
task_0403,safedesk_appworld_test_challenge,1,0,11,26,0,1,0,2439251,0
task_0404,safedesk_appworld_test_challenge,3,0,32,33,0,0,0,141737,0
task_0405,safedesk_appworld_test_challenge,3,0,50,34,0,0,0,2184397,1
task_0406,safedesk_appworld_test_challenge,2,0,45,32,2,3,0,1531948,0
task_0407,safedesk_appworld_test_challenge,3,0,47,11,0,1,0,2259981,0
task_0408,safedesk_appworld_test_challenge,2,0,25,54,0,0,1,1248425,0
task_0409,safedesk_appworld_test_challenge,2,0,16,49,0,1,0,1315965,0
task_0410,safedesk_appworld_test_challenge,1,0,27,37,1,1,0,1596973,0
task_0411,safedesk_appworld_test_challenge,1,0,22,26,2,3,0,2448389,0
task_0412,safedesk_appworld_test_challenge,3,0,39,18,0,0,0,2006647,0
task_0413,safedesk_appworld_test_challenge,1,0,38,60,1,0,0,1197823,0
task_0414,safedesk_appworld_test_challenge,3,0,36,48,2,0,0,1860369,0
task_0415,safedesk_appworld_test_challenge,2,0,13,37,1,0,0,988531,0
task_0416,safedesk_appworld_test_challenge,3,0,21,43,0,1,0,996597,0
task_0417,safedesk_appworld_test_challenge,3,0,42,39,0,0,0,1197887,0
